question,answer_B,source_pdf
"신용정보업, 본인신용정보관리업 또는 채권추심업의 허가를 받기 위해서는 어떤 요건을 갖추어야 하나요?","신용정보업, 본인신용정보관리업 또는 채권추심업의 허가를 받으려는 자는 충분한 인력과 전산설비 등 물적 시설을 갖추어야 하며, 사업계획이 타당하고 건전해야 하고, 대주주가 충분한 출자능력, 건전한 재무상태 및 사회적 신용을 갖추어야 하고, 임원이 적합해야 하며, 충분한 전문성을 갖추어야 합니다.",pdf_49_label_4.pdf
신용정보회사 및 본인신용정보관리회사가 허가받은 사항을 변경할 때 금융위원회에 신고해야 하는 절차는 무엇인가요?,"신용정보회사, 본인신용정보관리회사 및 채권추심회사가 허가받은 사항 중 대통령령으로 정하는 사항을 변경하려면 미리 금융위원회에 신고해야 하며, 대통령령으로 정하는 경미한 사항을 변경할 경우에는 그 사유가 발생한 날부터 7일 이내에 금융위원회에 보고해야 합니다.",pdf_49_label_4.pdf
신용정보회사 및 본인신용정보관리회사가 사업의 양도 또는 합병을 진행할 때 필요한 절차는 무엇인가요?,"신용정보회사, 본인신용정보관리회사 및 채권추심회사가 사업의 전부 또는 일부를 양도, 양수 또는 분할하거나 다른 법인과 합병하려는 경우에는 대통령령으로 정하는 바에 따라 금융위원회의 인가를 받아야 합니다.",pdf_49_label_4.pdf
개인신용평가회사의 겸영업무에는 어떤 내용이 포함되나요?,"개인신용평가회사의 겸영업무는 다음과 같습니다: 1. 개인신용평가업 외의 신용정보업, 2. 채권추심업, 3. 본인확인기관의 업무, 4. 신용정보주체 보호 및 건전한 신용질서를 저해할 우려가 없는 업무로서 대통령령으로 정하는 업무.",pdf_49_label_4.pdf
개인사업자신용평가회사의 부수업무에는 어떤 내용이 포함되나요?,"개인사업자신용평가회사의 부수업무는 다음과 같습니다: 1. 새로이 만들어 낸 개인사업자의 신용상태에 대한 평가의 결과를 해당 개인사업자에게 제공하는 업무, 2. 개인사업자에 관한 신용정보나 이를 가공한 정보를 해당 개인사업자나 제3자에게 제공하는 업무, 3. 가명정보나 익명처리한 정보를 이용하거나 제공하는 업무, 4. 개인사업자에 관한 신용정보, 그 밖의 정보를 기초로 하는 데이터 분석 및 컨설팅 업무, 5. 개인사업자신용정보 관련 전산처리시스템, 솔루션 및 소프트웨어 개발 및 판매 업무.",pdf_49_label_4.pdf
신용정보회사 및 채권추심회사가 금융위원회의 승인 없이 다른 영리법인의 상무에 종사할 수 없는 이유는 무엇인가요?,"신용정보회사, 본인신용정보관리회사 및 채권추심회사의 상임 임원은 금융위원회의 승인 없이 다른 영리법인의 상무에 종사할 수 없으며, 이는 임원의 겸직을 금지하는 법률 조항에 따라 규정되어 있습니다.",pdf_49_label_4.pdf
신용정보회사가 개인신용정보를 수집할 때 어떤 조건을 충족해야 하나요?,"신용정보회사는 개인신용정보를 수집할 때 해당 신용정보주체의 동의를 받아야 하며, 법령 또는 정관으로 정한 업무 범위에서 수집 및 처리의 목적을 명확히 하고, 필요한 최소한의 범위에서 합리적이고 공정한 수단을 사용해야 합니다.",pdf_49_label_4.pdf
신용정보회사가 보유한 정보집합물을 제3자와 결합하려면 어떤 절차를 따라야 하나요?,신용정보회사는 자기가 보유한 정보집합물을 제3자가 보유한 정보집합물과 결합하려는 경우에는 제26조의4에 따라 지정된 데이터전문기관을 통하여 결합하여야 합니다.,pdf_49_label_4.pdf
신용정보관리ㆍ보호인의 주요 업무는 무엇인가요?,"신용정보관리ㆍ보호인은 개인신용정보의 경우 개인정보 보호법에 따른 업무, 임직원 및 전속 모집인 등의 신용정보보호 관련 법령 준수 여부 점검, 신용정보의 관리 및 보호를 위한 대통령령으로 정하는 업무를 수행합니다. 기업신용정보의 경우 신용정보의 관리 및 보호 계획 수립 및 시행, 정기적인 조사 및 개선, 신용정보주체의 권리행사 및 피해구제, 내부통제시스템 구축 및 운영, 신용정보보호 교육계획 수립 및 시행, 법령 준수 여부 점검 등의 업무를 포함합니다.",pdf_49_label_4.pdf
신용정보회사가 폐업할 경우 보유정보는 어떻게 처리해야 하나요?,신용정보회사가 폐업하려는 경우에는 금융위원회가 정하여 고시하는 바에 따라 보유정보를 처분하거나 폐기하여야 합니다.,pdf_49_label_4.pdf
개인신용평가회사가 개인인 신용정보주체의 신용상태를 평가할 때 고려해야 할 정보는 무엇인가요?,개인신용평가회사는 개인신용평가를 할 때 신용정보주체에게 불이익이 발생할 수 있는 정보 외에 개인신용평가에 혜택을 줄 수 있는 정보도 함께 고려하여야 합니다.,pdf_49_label_4.pdf
기업신용조회회사가 내부통제기준을 정할 때 포함해야 할 사항은 무엇인가요?,"기업신용조회회사는 내부통제기준을 정할 때 평가조직과 영업조직의 분리, 이해상충 방지, 불공정행위의 금지, 기업 및 법인의 특성에 적합한 기업신용등급의 생성기준 또는 기술신용평가의 기준 등을 포함해야 합니다.",pdf_49_label_4.pdf
"신용정보제공ㆍ이용자가 개인신용정보를 정기적으로 전송할 경우, 비용 부담에 대한 규정은 무엇인가요?",신용정보제공ㆍ이용자는 개인신용정보를 정기적으로 전송할 경우 필요한 범위에서 최소한의 비용을 본인신용정보관리회사가 부담하도록 할 수 있습니다.,pdf_49_label_4.pdf
신용정보집중기관으로 허가를 받기 위한 요건은 무엇인가요?,"신용정보집중기관으로 허가를 받으려는 자는 다음 각 호의 요건을 갖추어야 합니다: 1. 「민법」 제32조에 따라 설립된 비영리법인일 것, 2. 신용정보를 집중관리ㆍ활용하는 데 있어서 대통령령으로 정하는 바에 따라 공공성과 중립성을 갖출 것, 3. 대통령령으로 정하는 시설ㆍ설비 및 인력을 갖출 것.",pdf_49_label_4.pdf
"신용정보집중관리위원회의 구성은 어떻게 이루어지며, 위원장은 누구로 지정되나요?","신용정보집중관리위원회는 위원장 1명을 포함한 15명 이내의 위원으로 구성되며, 위원장은 종합신용정보집중기관의 장으로 지정됩니다.",pdf_49_label_4.pdf
채권추심회사가 채권추심업무를 수행하기 위해 고용할 수 없는 자의 조건은 무엇인가요?,"채권추심회사는 미성년자, 피성년후견인 또는 피한정후견인, 파산선고를 받고 복권되지 아니한 자, 금고 이상의 실형을 선고받고 집행이 끝나지 아니한 자, 금고 이상의 형의 집행유예를 선고받고 유예기간 중에 있는 자, 해임되거나 면직된 후 5년이 지나지 아니한 자, 영업의 허가가 취소된 법인이나 회사의 임직원이었던 자, 등록이 취소된 위임직채권추심인, 해임권고 또는 면직요구의 조치를 받았던 퇴임한 임원 또는 퇴직한 직원 등 특정 조건에 해당하는 자를 임직원으로 채용하거나 고용할 수 없습니다.",pdf_49_label_4.pdf
채권추심업무를 수행하는 임직원이 지켜야 할 법령 준수 의무는 무엇인가요?,"채권추심업무를 수행하는 임직원이나 위임직채권추심인은 법령을 준수하고 건전한 거래질서를 해치는 일이 없도록 성실히 관리하여야 하며, 특히 「채권의 공정한 추심에 관한 법률」의 여러 조항을 위반하지 않도록 해야 합니다.",pdf_49_label_4.pdf
"개인신용정보를 제공받으려는 자가 동의를 받을 때, 필수적 동의사항과 선택적 동의사항을 어떻게 구분하여 설명해야 하나요?","신용정보회사등은 개인신용정보의 제공 및 활용과 관련하여 동의를 받을 때, 서비스 제공을 위하여 필수적 동의사항과 그 밖의 선택적 동의사항을 구분하여 설명한 후 각각 동의를 받아야 하며, 필수적 동의사항은 서비스 제공과의 관련성을 설명하여야 하고, 선택적 동의사항은 정보제공에 동의하지 아니할 수 있다는 사실을 고지하여야 합니다.",pdf_49_label_4.pdf
"개인신용정보를 제공하는 경우, 신용정보제공ㆍ이용자는 어떤 절차를 따라야 하나요?","신용정보제공ㆍ이용자는 개인신용정보를 타인에게 제공하려는 경우, 대통령령으로 정하는 바에 따라 개인신용정보의 제공 사실 및 이유 등을 사전에 해당 신용정보주체에게 알려야 합니다. 불가피한 사유가 있는 경우에는 사후에 알리거나 공시할 수 있습니다.",pdf_49_label_4.pdf
"개인신용정보주체가 개인신용정보의 전송을 요구할 때, 어떤 정보를 포함해야 합니까?","개인신용정보주체가 전송을 요구할 때는 신용정보제공ㆍ이용자등으로서 전송요구를 받는 자, 전송을 요구하는 개인신용정보, 전송요구에 따라 개인신용정보를 제공받는 자, 정기적인 전송을 요구하는지 여부 및 요구하는 경우 그 주기, 그리고 대통령령으로 정하는 사항과 유사한 사항을 포함해야 합니다.",pdf_49_label_4.pdf
신용정보 제공 및 이용자가 정보활용 동의를 받을 때 고려해야 할 사항은 무엇인가요?,"신용정보 제공 및 이용자는 정보활용 동의를 받을 때 다음과 같은 사항을 고려해야 합니다: 1. 보다 쉬운 용어나 단순하고 시청각적인 전달 수단을 사용하여 신용정보주체가 정보활용 동의 사항을 이해할 수 있도록 할 것, 2. 정보활용 동의 사항과 금융거래 등 상거래관계의 설정 및 유지 등에 관한 사항이 명확하게 구분되도록 할 것, 3. 정보를 활용하는 신용정보회사 등이나 정보활용의 목적별로 정보활용 동의 사항을 구분하여 신용정보주체가 개별적으로 해당 동의를 할 수 있도록 할 것.",pdf_49_label_4.pdf
신용정보주체가 개인신용정보를 제공받기 위해 요청할 때 어떤 사항을 통지해야 하나요?,"신용정보회사는 신용정보주체에게 개인신용정보를 이용하거나 제공할 때 대통령령으로 정하는 바에 따라 통지해야 하며, 신용정보주체에게 제2항에 따른 통지를 요청할 수 있음을 알려주어야 합니다.",pdf_49_label_4.pdf
개인신용정보주체가 자동화평가 결과의 산출에 유리하다고 판단되는 정보를 제출할 수 있는 근거는 무엇인가요?,"개인신용정보주체는 자동화평가에 이용된 기초정보의 내용이 정확하지 않거나 최신의 정보가 아니라고 판단되는 경우, 해당 신용정보주체에게 자동화평가 결과의 산출에 유리하다고 판단되는 정보의 제출을 요구할 수 있습니다.",pdf_49_label_4.pdf
신용정보주체가 개인신용정보의 삭제를 요구할 수 있는 경우는 어떤 경우인가요?,"신용정보주체는 금융거래 등 상거래관계가 종료되고 대통령령으로 정하는 기간이 경과한 경우 신용정보제공ㆍ이용자에게 본인의 개인신용정보의 삭제를 요구할 수 있습니다. 다만, 특정 조건에 해당하는 경우에는 삭제 요구가 불가능합니다.",pdf_49_label_4.pdf
신용정보주체가 채권자변동정보를 열람하기 위해 필요한 절차는 무엇인가요?,신용정보주체는 제39조의2제2항에 따라 종합신용정보집중기관이 제공받아 보유하고 있는 본인에 대한 채권자변동정보를 교부받거나 열람할 수 있습니다.,pdf_49_label_4.pdf
신용정보회사가 가명처리한 개인신용정보에 대해 어떤 보안대책을 수립해야 하나요?,"신용정보회사등은 가명처리한 개인신용정보에 대하여 제3자의 불법적인 접근, 입력된 정보의 변경ㆍ훼손 및 파괴, 그 밖의 위험으로부터 가명정보를 보호하기 위하여 내부관리계획을 수립하고 접속기록을 보관하는 등 대통령령으로 정하는 바에 따라 기술적ㆍ물리적ㆍ관리적 보안대책을 수립ㆍ시행하여야 합니다.",pdf_49_label_4.pdf
신용정보제공자가 모집업무수탁자와의 위탁계약을 해지해야 하는 경우는 어떤 경우인가요?,신용정보제공자는 모집업무수탁자가 불법취득신용정보를 모집업무에 이용한 사실을 확인한 경우 해당 모집업무수탁자와의 위탁계약을 해지하여야 합니다.,pdf_49_label_4.pdf
"신용정보회사 등이 법을 위반하여 신용정보주체에게 손해를 가한 경우, 손해배상의 책임은 어떻게 되나요?","신용정보회사 등과 그로부터 신용정보를 제공받은 자가 이 법을 위반하여 신용정보주체에게 손해를 가한 경우, 해당 신용정보주체에 대하여 그 손해를 배상할 책임이 있습니다. 다만, 신용정보회사 등과 그로부터 신용정보를 제공받은 자가 고의 또는 과실이 없음을 증명한 경우에는 그러하지 않습니다.",pdf_49_label_4.pdf
"신용정보회사가 손해를 가한 경우, 손해배상 책임은 어떻게 되나요?",신용정보회사가 자신에게 책임 있는 사유로 의뢰인에게 손해를 가한 경우에는 그 손해를 배상할 책임이 있습니다.,pdf_49_label_4.pdf
금융위원회는 신용정보회사에 대해 어떤 감독 권한을 가지고 있습니까?,"금융위원회는 신용정보회사에 대하여 업무 및 재산상황에 관한 보고를 요구할 수 있으며, 필요한 경우 자료의 제출, 관계자의 출석 및 의견의 진술을 요구할 수 있습니다. 또한, 신용정보회사 등이 법을 위반하여 신용정보 관련 산업의 건전한 경영과 신용정보주체의 권익을 해칠 우려가 있다고 인정할 경우 주의 또는 경고, 문책 요구, 시정명령 등의 조치를 취할 수 있습니다.",pdf_49_label_4.pdf
금융위원회가 신용정보회사에 대해 상시평가를 실시하는 방법은 무엇인가요?,"금융위원회는 신용정보회사 등이 신용정보관리ㆍ보호인을 통하여 점검한 결과를 제출받아 확인하고, 그 결과를 점수 또는 등급으로 표시할 수 있습니다. 또한, 표시한 점수 또는 등급은 금융감독원장에게 송부하여 검사에 활용하도록 할 수 있습니다.",pdf_49_label_4.pdf
신용정보의 이용 및 보호에 관한 법률 제50조에 따른 벌칙의 내용은 무엇인가요?,"제50조에 따르면, 제42조제1항 또는 제3항을 위반한 자는 10년 이하의 징역 또는 1억원 이하의 벌금에 처해지며, 특정 조건을 만족하는 경우 5년 이하의 징역 또는 5천만원 이하의 벌금에 처해질 수 있습니다. 또한, 다른 특정 위반 행위에 대해서는 3년 이하의 징역 또는 3천만원 이하의 벌금, 1년 이하의 징역 또는 1천만원 이하의 벌금이 부과될 수 있습니다.",pdf_49_label_4.pdf
"제51조에 따라 법인의 대표자나 대리인이 제50조를 위반할 경우, 법인에 부과되는 벌금형의 조건은 무엇인가요?","법인의 대표자나 대리인이 제50조의 위반행위를 할 경우, 그 행위자를 벌하는 외에 해당 법인에게도 벌금형이 부과됩니다. 다만, 법인 또는 개인이 그 위반행위를 방지하기 위해 상당한 주의와 감독을 게을리하지 않은 경우에는 벌금형이 부과되지 않습니다.",pdf_49_label_4.pdf
신용정보의 이용 및 보호에 관한 법률 제32조제8항 또는 제9항을 위반한 경우 어떤 처벌이 있나요?,제10조제4항 또는 제17조제7항을 위반한 자에게는 2천만원 이하의 과태료를 부과합니다.,pdf_49_label_4.pdf
어떤 규정이 시행되는 날짜는 언제부터인가요?,포 후 6개월이 경과한 날부터 시행합니다.,pdf_49_label_4.pdf
은행법의 목적은 무엇인가요?,이 법은 은행의 건전한 운영을 도모하고 자금중개기능의 효율성을 높이며 예금자를 보호하고 신용질서를 유지함으로써 금융시장의 안정과 국민경제의 발전에 이바지함을 목적으로 합니다.,pdf_50_label_4.pdf
은행업을 경영하려는 자가 금융위원회의 인가를 받기 위해 충족해야 하는 요건은 무엇인가요?,"은행업을 경영하려는 자는 자본금이 1천억원 이상일 것, 자금 조달방안이 적정할 것, 주주구성계획이 적합할 것, 대주주가 충분한 출자능력과 건전한 재무상태를 갖출 것, 사업계획이 타당하고 건전할 것, 발기인 및 임원이 적합할 것, 충분한 인력과 시설을 갖출 것 등의 요건을 모두 갖추어야 합니다.",pdf_50_label_4.pdf
은행이 자본금 감소를 위해 금융위원회의 승인을 받으려면 어떤 요건을 충족해야 하나요?,"은행이 자본금 감소를 위해 금융위원회의 승인을 받으려면 다음 각 호의 요건을 모두 갖추어야 합니다: 1. 자본금 감소가 관계 법령에 위반되지 않아야 하고, 2. 재무구조의 개선 목적 등 자본금 감소의 불가피성이 인정되어야 하며, 3. 예금자 등 은행 이용자의 권익을 침해하지 않아야 합니다.",pdf_50_label_4.pdf
동일인이 은행의 의결권 있는 발행주식 총수의 100분의 10을 초과하여 주식을 보유할 수 있는 경우는 어떤 경우인가요?,동일인은 정부 또는 예금자보호법에 따른 예금보험공사가 은행의 주식을 보유하는 경우와 지방은행의 의결권 있는 발행주식 총수의 100분의 15 이내에서 보유하는 경우를 제외하고는 은행의 의결권 있는 발행주식 총수의 100분의 10을 초과하여 주식을 보유할 수 없습니다.,pdf_50_label_4.pdf
"금융위원회가 은행의 주식을 보유한 기관전용 사모집합투자기구에 대해 승인을 하지 않는 경우, 신청인에게 어떤 절차를 통해 사유를 통지해야 합니까?",금융위원회는 제15조제3항에 따른 승인을 하지 아니하는 경우에는 대통령령으로 정하는 기간 이내에 신청인에게 그 사유를 명시하여 통지하여야 합니다.,pdf_50_label_4.pdf
"기관전용 사모집합투자기구가 금융위원회에 제출한 정보에 변경이 있을 경우, 어떤 절차를 따라야 하나요?","기관전용 사모집합투자기구는 제15조의3제3항에 따라 금융위원회에 제출한 정보 또는 자료의 내용에 변경이 있는 경우, 지체 없이 그 사실을 금융위원회에 보고하여야 합니다.",pdf_50_label_4.pdf
"비금융주력자가 은행의 주식을 보유할 수 있는 한도는 어떻게 되며, 이를 초과할 경우 어떤 조치를 취해야 하나요?","비금융주력자는 은행의 의결권 있는 발행주식 총수의 100분의 4(지방은행의 경우 100분의 15)를 초과하여 은행의 주식을 보유할 수 없습니다. 만약 이 한도를 초과하여 주식을 보유하게 될 경우, 초과 보유한 주식에 대해서는 의결권을 행사할 수 없으며, 지체 없이 한도에 적합하도록 주식을 처분해야 합니다. 또한 금융위원회는 6개월 이내의 기간을 정하여 초과 보유한 주식을 처분할 것을 명할 수 있습니다.",pdf_50_label_4.pdf
금융위원회가 전환대상자의 전환계획 이행 상황을 점검하는 기준은 무엇인가요?,금융위원회는 제16조의2제3항제1호에 따라 전환계획에 대한 승인을 받은 전환대상자의 이행 상황을 대통령령으로 정하는 바에 따라 정기적으로 점검하고 그 결과를 인터넷 홈페이지 등을 이용하여 공시하여야 합니다.,pdf_50_label_4.pdf
금융위원회가 외국은행의 신청 절차 및 방법에 대해 정할 수 있는 근거는 무엇인가요?,"금융위원회는 제1항에 따른 요건의 세부기준, 해당 외국은행등의 신청의 절차 및 방법 등에 관하여 필요한 사항을 정하여 고시할 수 있습니다.",pdf_50_label_4.pdf
"은행이 겸영업무를 직접 운영하려는 경우, 금융위원회에 신고해야 하는 절차는 무엇인가요?","은행이 겸영업무를 직접 운영하려는 경우, 제1항제1호에 따른 업무는 금융 관련 법령에 따라 인가ㆍ허가 및 등록 등을 신청할 때 신고해야 하며, 제1항제2호 및 제3호에 따른 업무는 그 업무를 운영하려는 날의 7일 전까지 신고해야 합니다.",pdf_50_label_4.pdf
신용상태 개선이 인정될 경우 금리인하를 요구하는 절차는 어떻게 되나요?,"신용상태 개선이 나타났다고 인정되는 경우, 고객은 은행에 금리인하를 요구할 수 있습니다. 또한, 은행은 신용공여 계약을 체결하려는 자에게 금리인하 요구가 가능함을 알려야 하며, 그 밖의 구체적인 요건 및 절차는 대통령령으로 정해집니다.",pdf_50_label_4.pdf
비상장은행이 은행지주회사주식 전환형 조건부자본증권을 발행하기 위해 어떤 절차를 따라야 합니까?,"비상장은행은 이사회의 의결을 거쳐야 하며, 은행지주회사주식 전환형 조건부자본증권을 발행하는 경우 「공사채 등록법」 제3조에 따른 등록 기관에 등록하여 발행해야 합니다.",pdf_50_label_4.pdf
소규모 은행지주회사주식 전환형 조건부자본증권의 발행 절차에 대해 설명해 주실 수 있나요?,"비상장은행이 발행하는 은행지주회사주식 전환형 조건부자본증권의 발행가액이 상장은행지주회사 자본총액의 5%를 초과하지 않는 경우, 상장은행지주회사 주주총회의 특별결의 대신 이사회의 의결로 갈음할 수 있습니다. 또한, 발행 후 2주 이내에 비상장은행의 상호와 본점, 발행일 등을 공고하거나 주주에게 통지해야 하며, 20% 이상의 주식을 가진 주주가 반대 의사를 통지할 경우 발행할 수 없습니다.",pdf_50_label_4.pdf
금융위원회가 은행의 경영지도기준을 정할 때 어떤 원칙을 반영해야 하나요?,금융위원회는 국제결제은행이 권고하는 은행의 건전성 감독에 관한 원칙을 충분히 반영하여야 합니다.,pdf_50_label_4.pdf
"은행이 대주주에게 신용공여를 할 때, 어떤 한도가 적용되며 이사회 의결이 필요한 경우는 무엇인가요?","은행이 대주주에게 할 수 있는 신용공여는 그 은행 자기자본의 100분의 25의 범위에서 대통령령으로 정하는 비율에 해당하는 금액과 그 대주주의 그 은행에 대한 출자비율에 해당하는 금액 중 적은 금액을 초과할 수 없습니다. 또한, 대통령령으로 정하는 금액 이상의 신용공여를 하려는 경우에는 미리 이사회의 의결을 거쳐야 하며, 이사회는 재적이사 전원의 찬성으로 의결해야 합니다.",pdf_50_label_4.pdf
은행의 대주주가 발행한 지분증권의 취득 사실을 금융위원회에 보고해야 하는 시점은 언제인가요?,이상으로 취득한 경우에는 지체 없이 그 사실을 금융위원회에 보고하고 인터넷 홈페이지 등을 이용하여 공시하여야 합니다.,pdf_50_label_4.pdf
은행이 자회사에 대한 출자 총액이 초과할 수 있는 금액의 기준은 무엇인가요?,은행의 자회사에 대한 출자 총액은 다음 각 호의 금액을 초과할 수 없습니다. 1. 은행 자기자본의 100분의 20의 범위에서 대통령령으로 정하는 비율에 해당하는 금액 2. 은행과 그 은행의 자회사의 경영상태 등을 고려하여 금융위원회가 정하여 고시하는 요건을 충족하는 경우에는 은행 자기자본의 100분의 40의 범위에서 대통령령으로 정하는 비율에 해당하는 금액.,pdf_50_label_4.pdf
은행은 결산일 후 몇 개월 이내에 재무상태표와 손익계산서를 공고해야 하나요?,"은행은 결산일 후 3개월 이내에 재무상태표, 손익계산서 및 연결재무제표를 공고하여야 합니다.",pdf_50_label_4.pdf
은행이 정기주주총회에서 보고해야 하는 사항은 무엇인가요?,"은행은 정기주주총회에서 다음 각 호의 사항을 보고하여야 합니다: 1. 해당 회계연도 중 변동된 부실여신 현황, 2. 대통령령으로 정하는 금액 이상의 대출 및 지급보증 이용자에 대한 신규 발생한 채권 재조정 현황, 3. 해당 회계연도 중 지출한 기부금 내역, 4. 자회사 등의 영업성과와 재무상태에 관한 경영평가 결과, 5. 그 밖에 은행의 경영건전성에 영향을 미치고 주주가 알아야 할 필요가 있는 사항으로서 대통령령으로 정하는 사항.",pdf_50_label_4.pdf
은행이 약관을 제정하거나 변경할 때 금융위원회에 보고해야 하는 기한은 얼마입니까?,은행은 약관의 제정 또는 변경 후 10일 이내에 금융위원회에 보고하여야 합니다.,pdf_50_label_4.pdf
은행이 고객응대직원에 대한 보호 조치를 이행하지 않을 경우 어떤 제재를 받을 수 있나요?,"금융위원회는 은행이 고객응대직원에 대한 보호 조치를 이행하지 않을 경우, 해당 은행에 대해 시정명령을 내리거나 영업의 일부정지를 명할 수 있습니다. 또한, 은행이 법령을 위반하여 고객의 이익을 해칠 우려가 있는 경우에는 영업의 전부정지를 명하거나 인가를 취소할 수 있습니다.",pdf_50_label_4.pdf
금융위원회가 기관전용 사모집합투자기구에 대해 취할 수 있는 조치는 무엇인가요?,"금융위원회는 기관전용 사모집합투자기구가 제15조의5 각 호에 해당하는 경우, 해당 행위의 시정명령 또는 중지명령, 공표명령 또는 게시명령, 기관경고, 기관주의, 그리고 대통령령으로 정하는 기타 필요한 조치를 취할 수 있습니다.",pdf_50_label_4.pdf
"은행이 합병, 해산 또는 폐업을 하려면 어떤 절차를 따라야 하나요?","은행이 합병, 해산 또는 폐업을 하려는 경우에는 대통령령으로 정하는 바에 따라 금융위원회의 인가를 받아야 합니다.",pdf_50_label_4.pdf
"외국은행의 지점 또는 대리점이 인가가 취소된 경우, 그 지점이나 대리점은 어떻게 처리되나요?","외국은행의 지점 또는 대리점이 인가가 취소되거나 취소된 것으로 보게 되는 경우, 그 지점 또는 대리점은 폐쇄되며 대한민국에 있는 재산의 전부를 청산하여야 합니다.",pdf_50_label_4.pdf
금융위원회가 과징금을 부과할 때 고려해야 할 사항은 무엇인가요?,"금융위원회는 과징금을 부과할 때 위반행위의 내용 및 정도, 위반행위의 기간 및 횟수, 위반행위로 인하여 취득한 이익의 규모를 고려해야 합니다.",pdf_50_label_4.pdf
과징금 납부기한을 지키지 않았을 때 금융위원회가 부과할 수 있는 가산금의 징수 기간은 어떻게 되나요?,"금융위원회는 과징금납부의무자가 납부기한까지 과징금을 내지 아니하면 납부기한의 다음 날부터 과징금을 낸 날의 전날까지의 기간에 대하여 대통령령으로 정하는 가산금을 징수할 수 있으며, 이 경우 가산금을 징수하는 기간은 60개월을 초과하지 못합니다.",pdf_50_label_4.pdf
"체납처분의 목적물인 총재산이 징수금보다 우선하는 채권으로 변제에 충당될 경우, 남을 여지가 없음이 확인되는 조건은 무엇인가요?","체납처분의 목적물인 총재산이 징수금 등보다 우선하는 국세, 지방세, 전세권ㆍ질권 또는 저당권으로 담보된 채권 등의 변제에 충당하면 남을 여지가 없음이 확인됩니다.",pdf_50_label_4.pdf
은행이 제43조의4제1항을 위반하여 정기주주총회에 보고를 하지 않거나 사실과 다른 내용을 보고할 경우 어떤 처벌을 받게 되나요?,제43조의4제1항을 위반한 은행에는 5천만원 이하의 과태료가 부과됩니다.,pdf_50_label_4.pdf
은행업 인가를 받기 위해 제출해야 하는 서류는 무엇인가요?,은행업 인가를 받고자 하는 자는 감독원장이 정하는 인가신청서 및 <별표 2-6>에 따른 첨부서류를 금융위에 제출하여야 합니다.,pdf_51_label_4.pdf
"은행업 인가를 받으려는 자의 주주가 형사소송 절차에 있는 경우, 금융위원회는 심사를 어떻게 진행하나요?","주주가 형사소송 절차에 있거나 금융위원회, 공정거래위원회, 국세청, 검찰청 또는 금융감독원 등에 의한 조사ㆍ검사 등의 절차가 진행 중인 경우, 그 소송이나 조사ㆍ검사 등의 내용이 심사에 중대한 영향을 미칠 수 있다고 금융위원회가 인정하면 심사를 중단합니다. 이 경우 소송이나 조사ㆍ검사 등의 절차가 끝날 때까지의 기간 동안 심사가 중단됩니다.",pdf_51_label_4.pdf
금융위원회에 제출해야 하는 인가신청서와 첨부서류는 어떤 기준에 따라 작성해야 하나요?,"인가신청서 및 첨부서류는 감독원장이 정하는 양식에 따라 작성하여야 하며, <별표2-6>에 따른 첨부서류를 포함해야 합니다.",pdf_51_label_4.pdf
외국은행지점의 영업기금에서 갑기금과 을기금의 구분 기준은 무엇인가요?,"외국은행지점의 영업기금은 갑기금과 을기금으로 구분되며, 갑기금은 영 제26조제1호부터 제3호까지에 해당하는 자금으로 정의됩니다. 을기금은 영 제26조제4호 및 제5호에 해당하는 자금을 합산한 것으로, 재무상태표상 자본총계의 100분의 200을 초과할 수 없습니다.",pdf_51_label_4.pdf
"외국은행지점이 국내에 보유하는 자산이 영업기금상당액에 미달할 경우, 보전해야 하는 기간은 어떻게 되나요?","외국은행지점은 국내에 보유하는 자산이 영업기금상당액에 미달하는 경우, 사유 발생일로부터 90일 이내에 이를 보전하여야 합니다.",pdf_51_label_4.pdf
동일인이 은행의 주식을 보유하고자 할 때 필요한 승인신청서 및 첨부서류는 어떤 것들이 있나요?,"동일인이 은행의 주식을 보유하고자 할 경우, 감독원장이 정하는 승인신청서 및 첨부서류를 금융위원회에 제출해야 합니다. 또한, 해당 국가의 법령 또는 정부 방침에 따라 요건의 적합 여부를 확인할 수 있는 서류를 제출할 수 없는 경우에는 정부 또는 감독기관의 확인서로 이를 갈음할 수 있으며, 확인서에는 서류 제출의 제한 사항과 요건 충족 내용이 포함되어야 합니다.",pdf_51_label_4.pdf
비금융주력자가 아닌 자로 전환하기 위한 전환계획 승인 신청 시 필요한 서류는 무엇인가요?,"비금융주력자가 아닌 자로 전환하기 위한 전환계획을 승인받고자 하는 경우, 감독원장이 정하는 승인신청서 및 첨부서류를 금융위에 제출해야 합니다.",pdf_51_label_4.pdf
신용평가회사가 제2항의 전문기관이 될 수 없는 경우는 어떤 경우인가요?,"신용평가회사가 제2항의 전문기관이 될 수 없는 경우는 다음과 같습니다: 1. 공인회계사법에 의해 업무정지처분을 받은 회계법인으로서 정지기간 중인 경우, 2. 특정회사에 대한 감사업무의 제한조치를 받은 회계법인으로서 제한기간 중인 경우(단, 전환계획을 평가받고자 하는 비금융주력자가 아닌 경우는 제외), 3. 금융위로부터 신용평가업무의 정지처분을 받은 신용평가회사로서 정지기간 중인 경우, 4. 해당 비금융주력자에게 용역을 제공하고 있거나 최근 2년 이내에 용역을 제공한 사실이 있는 경우, 5. 해당 비금융주력자와 특수관계에 있는 경우.",pdf_51_label_4.pdf
